university,year,rank_display,ranking,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,lat,lng,_merge
The Ohio State University,2018,86,86,66.099998,https://www.topuniversities.com/universities/ohio-state-university,United States,Columbus,North America,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,Public,Very High,9,"7,029",XL,"6,388",39.986198,-82.985001,matched (3)
The Ohio State University,2020,101,101,59.5,https://www.topuniversities.com/universities/ohio-state-university,United States,Columbus,North America,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,Public,Very High,9,"7,029",XL,"6,388",39.986198,-82.985001,matched (3)
The Ohio State University,2022,120,120,56,https://www.topuniversities.com/universities/ohio-state-university,United States,Columbus,North America,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,Public,Very High,9,"7,029",XL,"6,388",39.986198,-82.985001,matched (3)
The Ohio State University,2017,88,88,65.400002,https://www.topuniversities.com/universities/ohio-state-university,United States,Columbus,North America,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,Public,Very High,9,"7,029",XL,"6,388",39.986198,-82.985001,matched (3)
University of Copenhagen,2020,81,81,63.799999,https://www.topuniversities.com/universities/university-copenhagen,Denmark,Copenhagen,Europe,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg,Public,Very High,4,"4,135",XL,"7,293",55.6805,12.5615,matched (3)
University of Copenhagen,2021,76,76,65.5,https://www.topuniversities.com/universities/university-copenhagen,Denmark,Copenhagen,Europe,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg,Public,Very High,4,"4,135",XL,"7,293",55.6805,12.5615,matched (3)
University of Copenhagen,2022,79,79,65.5,https://www.topuniversities.com/universities/university-copenhagen,Denmark,Copenhagen,Europe,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg,Public,Very High,4,"4,135",XL,"7,293",55.6805,12.5615,matched (3)
University of Copenhagen,2017,68,68,70.199997,https://www.topuniversities.com/universities/university-copenhagen,Denmark,Copenhagen,Europe,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg,Public,Very High,4,"4,135",XL,"7,293",55.6805,12.5615,matched (3)
University of Copenhagen,2018,73,73,69.199997,https://www.topuniversities.com/universities/university-copenhagen,Denmark,Copenhagen,Europe,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg,Public,Very High,4,"4,135",XL,"7,293",55.6805,12.5615,matched (3)
University of Copenhagen,2019,79,79,63.5,https://www.topuniversities.com/universities/university-copenhagen,Denmark,Copenhagen,Europe,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg,Public,Very High,4,"4,135",XL,"7,293",55.6805,12.5615,matched (3)
The University of Warwick,2019,54,54,72.900002,https://www.topuniversities.com/universities/university-warwick,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg,Public,Very High,9,"10,459",L,"2,634",52.4081,-1.5106,matched (3)
The University of Warwick,2021,62,62,69,https://www.topuniversities.com/universities/university-warwick,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg,Public,Very High,9,"10,459",L,"2,634",52.4081,-1.5106,matched (3)
The University of Warwick,2022,61,61,71.199997,https://www.topuniversities.com/universities/university-warwick,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg,Public,Very High,9,"10,459",L,"2,634",52.4081,-1.5106,matched (3)
The University of Warwick,2018,57,57,74.400002,https://www.topuniversities.com/universities/university-warwick,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg,Public,Very High,9,"10,459",L,"2,634",52.4081,-1.5106,matched (3)
The University of Warwick,2020,62,62,70.400002,https://www.topuniversities.com/universities/university-warwick,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg,Public,Very High,9,"10,459",L,"2,634",52.4081,-1.5106,matched (3)
The University of Warwick,2017,51,51,77.599998,https://www.topuniversities.com/universities/university-warwick,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg,Public,Very High,9,"10,459",L,"2,634",52.4081,-1.5106,matched (3)
KAIST - Korea Advanced Institute of Science & Technology,2021,39,39,78.599998,https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg,Public,Very High,8,869,M,"1,307",36.351002,127.385,matched (3)
KAIST - Korea Advanced Institute of Science & Technology,2020,41,41,77.900002,https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg,Public,Very High,8,869,M,"1,307",36.351002,127.385,matched (3)
KAIST - Korea Advanced Institute of Science & Technology,2019,40,40,78.699997,https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg,Public,Very High,8,869,M,"1,307",36.351002,127.385,matched (3)
KAIST - Korea Advanced Institute of Science & Technology,2017,46,46,77.900002,https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg,Public,Very High,8,869,M,"1,307",36.351002,127.385,matched (3)
KAIST - Korea Advanced Institute of Science & Technology,2018,41,41,80.400002,https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg,Public,Very High,8,869,M,"1,307",36.351002,127.385,matched (3)
KAIST - Korea Advanced Institute of Science & Technology,2022,41,41,79.099998,https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg,Public,Very High,8,869,M,"1,307",36.351002,127.385,matched (3)
"University of California, Davis",2019,100,100,59.5,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,North America,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,Public,Very High,10,"8,414",XL,"3,420",38.555199,-121.7365,matched (3)
"University of California, Davis",2018,118,118,60.400002,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,North America,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,Public,Very High,10,"8,414",XL,"3,420",38.555199,-121.7365,matched (3)
"University of California, Davis",2020,104,104,58.700001,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,North America,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,Public,Very High,10,"8,414",XL,"3,420",38.555199,-121.7365,matched (3)
"University of California, Davis",2017,85,85,65.800003,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,North America,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,Public,Very High,10,"8,414",XL,"3,420",38.555199,-121.7365,matched (3)
"University of California, Davis",2022,108,108,57.900002,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,North America,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,Public,Very High,10,"8,414",XL,"3,420",38.555199,-121.7365,matched (3)
"University of California, Davis",2021,112,112,55.299999,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,North America,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,Public,Very High,10,"8,414",XL,"3,420",38.555199,-121.7365,matched (3)
Delft University of Technology,2020,50,50,74.199997,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",52.011902,4.3593998,matched (3)
Delft University of Technology,2022,57,57,73.099998,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",52.011902,4.3593998,matched (3)
Delft University of Technology,2018,54,54,76.099998,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",52.011902,4.3593998,matched (3)
Delft University of Technology,2019,52,52,73.300003,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",52.011902,4.3593998,matched (3)
Delft University of Technology,2017,62,62,72.099998,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",52.011902,4.3593998,matched (3)
Delft University of Technology,2021,57,57,70.699997,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",52.011902,4.3593998,matched (3)
King Fahd University of Petroleum & Minerals,2019,189,189,45.099998,https://www.topuniversities.com/universities/king-fahd-university-petroleum-minerals,Saudi Arabia,Dhahran,Asia,https://www.topuniversities.com/sites/default/files/king-fahd-university-of-petroleum-minerals_779_small.jpg,Public,Very High,7,782,M,"1,103",26.266701,50.150002,matched (3)
King Fahd University of Petroleum & Minerals,2021,186,186,44.700001,https://www.topuniversities.com/universities/king-fahd-university-petroleum-minerals,Saudi Arabia,Dhahran,Asia,https://www.topuniversities.com/sites/default/files/king-fahd-university-of-petroleum-minerals_779_small.jpg,Public,Very High,7,782,M,"1,103",26.266701,50.150002,matched (3)
King Fahd University of Petroleum & Minerals,2017,189,189,48.299999,https://www.topuniversities.com/universities/king-fahd-university-petroleum-minerals,Saudi Arabia,Dhahran,Asia,https://www.topuniversities.com/sites/default/files/king-fahd-university-of-petroleum-minerals_779_small.jpg,Public,Very High,7,782,M,"1,103",26.266701,50.150002,matched (3)
King Fahd University of Petroleum & Minerals,2022,163,163,48.099998,https://www.topuniversities.com/universities/king-fahd-university-petroleum-minerals,Saudi Arabia,Dhahran,Asia,https://www.topuniversities.com/sites/default/files/king-fahd-university-of-petroleum-minerals_779_small.jpg,Public,Very High,7,782,M,"1,103",26.266701,50.150002,matched (3)
King Fahd University of Petroleum & Minerals,2020,200,200,44,https://www.topuniversities.com/universities/king-fahd-university-petroleum-minerals,Saudi Arabia,Dhahran,Asia,https://www.topuniversities.com/sites/default/files/king-fahd-university-of-petroleum-minerals_779_small.jpg,Public,Very High,7,782,M,"1,103",26.266701,50.150002,matched (3)
